MVNR01018673.1	orpheusFish_scaffold18673
MVNR01006130.1	orpheusFish_scaffold6130
MVNR01015233.1	orpheusFish_scaffold15233
MVNR01009974.1	orpheusFish_scaffold9974
MVNR01026493.1	orpheusFish_scaffold26493
MVNR01019320.1	orpheusFish_scaffold19320
MVNR01029380.1	orpheusFish_scaffold29380
MVNR01019767.1	NW_019048883.1
MVNR01010883.1	orpheusFish_scaffold10883
MVNR01023349.1	NW_019052465.1
MVNR01014463.1	orpheusFish_scaffold14463
MVNR01030108.1	NW_019059224.1
MVNR01011859.1	orpheusFish_scaffold11859
MVNR01012055.1	orpheusFish_scaffold12055
MVNR01020740.1	NW_019049856.1
MVNR01026037.1	NW_019055153.1
MVNR01001734.1	orpheusFish_scaffold1734
MVNR01004714.1	NW_019033830.1
MVNR01025036.1	orpheusFish_scaffold25036
MVNR01005153.1	NW_019034269.1
MVNR01025809.1	orpheusFish_scaffold25809
MVNR01021456.1	NW_019050572.1
MVNR01007213.1	NW_019036329.1
MVNR01015902.1	orpheusFish_scaffold15902
MVNR01021680.1	orpheusFish_scaffold21680
MVNR01023843.1	orpheusFish_scaffold23843
MVNR01024854.1	orpheusFish_scaffold24854
MVNR01013431.1	orpheusFish_scaffold13431
MVNR01018902.1	NW_019048018.1
MVNR01008841.1	orpheusFish_scaffold8841
MVNR01003200.1	NW_019032316.1
MVNR01013904.1	NW_019043020.1
MVNR01004947.1	orpheusFish_scaffold4947
MVNR01001604.1	orpheusFish_scaffold1604
MVNR01010097.1	NW_019039213.1
MVNR01013661.1	NW_019042777.1
MVNR01017325.1	orpheusFish_scaffold17325
MVNR01014849.1	orpheusFish_scaffold14849
MVNR01016862.1	orpheusFish_scaffold16862
MVNR01024104.1	NW_019053220.1
MVNR01020686.1	NW_019049802.1
MVNR01005483.1	NW_019034599.1
MVNR01029288.1	NW_019058404.1
MVNR01025160.1	orpheusFish_scaffold25160
MVNR01026236.1	NW_019055352.1
MVNR01028894.1	NW_019058010.1
MVNR01016368.1	orpheusFish_scaffold16368
MVNR01014532.1	orpheusFish_scaffold14532
MVNR01003789.1	orpheusFish_scaffold3789
MVNR01023722.1	NW_019052838.1
MVNR01024108.1	NW_019053224.1
MVNR01026010.1	orpheusFish_scaffold26010
MVNR01025861.1	NW_019054977.1
MVNR01017887.1	NW_019047003.1
MVNR01022324.1	orpheusFish_scaffold22324
MVNR01023303.1	orpheusFish_scaffold23303
MVNR01000796.1	NW_019029912.1
MVNR01018698.1	orpheusFish_scaffold18698
MVNR01019381.1	NW_019048497.1
MVNR01021768.1	orpheusFish_scaffold21768
MVNR01014890.1	orpheusFish_scaffold14890
MVNR01009337.1	NW_019038453.1
MVNR01026522.1	orpheusFish_scaffold26522
MVNR01003536.1	orpheusFish_scaffold3536
MVNR01001340.1	orpheusFish_scaffold1340
MVNR01014070.1	NW_019043186.1
MVNR01020675.1	orpheusFish_scaffold20675
MVNR01025953.1	NW_019055069.1
MVNR01030167.1	orpheusFish_scaffold30167
MVNR01015714.1	NW_019044830.1
MVNR01017229.1	NW_019046345.1
MVNR01000876.1	NW_019029992.1
MVNR01015984.1	NW_019045100.1
MVNR01027851.1	orpheusFish_scaffold27851
MVNR01023370.1	NW_019052486.1
MVNR01024922.1	orpheusFish_scaffold24922
MVNR01016917.1	orpheusFish_scaffold16917
MVNR01015676.1	orpheusFish_scaffold15676
MVNR01013556.1	NW_019042672.1
MVNR01028459.1	orpheusFish_scaffold28459
MVNR01019706.1	orpheusFish_scaffold19706
MVNR01013780.1	NW_019042896.1
MVNR01001109.1	NW_019030225.1
MVNR01011496.1	NW_019040612.1
MVNR01008321.1	orpheusFish_scaffold8321
MVNR01017653.1	orpheusFish_scaffold17653
MVNR01019931.1	orpheusFish_scaffold19931
MVNR01000473.1	orpheusFish_scaffold473
MVNR01012861.1	orpheusFish_scaffold12861
MVNR01002448.1	orpheusFish_scaffold2448
MVNR01010858.1	orpheusFish_scaffold10858
MVNR01024386.1	NW_019053502.1
MVNR01014533.1	NW_019043649.1
MVNR01029018.1	NW_019058134.1
MVNR01000622.1	orpheusFish_scaffold622
MVNR01004404.1	NW_019033520.1
MVNR01029473.1	NW_019058589.1
MVNR01010339.1	orpheusFish_scaffold10339
MVNR01009174.1	orpheusFish_scaffold9174
MVNR01011401.1	orpheusFish_scaffold11401
MVNR01018205.1	orpheusFish_scaffold18205
MVNR01018750.1	NW_019047866.1
MVNR01014445.1	NW_019043561.1
MVNR01010697.1	orpheusFish_scaffold10697
MVNR01002556.1	orpheusFish_scaffold2556
MVNR01010376.1	orpheusFish_scaffold10376
MVNR01001441.1	orpheusFish_scaffold1441
MVNR01004437.1	NW_019033553.1
MVNR01012895.1	NW_019042011.1
MVNR01006325.1	NW_019035441.1
MVNR01021896.1	NW_019051012.1
MVNR01021281.1	orpheusFish_scaffold21281
MVNR01019517.1	orpheusFish_scaffold19517
MVNR01009687.1	orpheusFish_scaffold9687
MVNR01015727.1	NW_019044843.1
MVNR01001496.1	orpheusFish_scaffold1496
MVNR01000518.1	NW_019029634.1
MVNR01011601.1	orpheusFish_scaffold11601
MVNR01009923.1	NW_019039039.1
MVNR01008687.1	orpheusFish_scaffold8687
MVNR01030283.1	NW_019059399.1
MVNR01002071.1	NW_019031187.1
MVNR01008685.1	NW_019037801.1
MVNR01011443.1	NW_019040559.1
MVNR01016389.1	NW_019045505.1
MVNR01014633.1	orpheusFish_scaffold14633
MVNR01027519.1	NW_019056635.1
MVNR01012985.1	orpheusFish_scaffold12985
MVNR01011668.1	NW_019040784.1
MVNR01010372.1	NW_019039488.1
MVNR01001299.1	NW_019030415.1
MVNR01022223.1	orpheusFish_scaffold22223
MVNR01026010.1	NW_019055126.1
MVNR01030345.1	orpheusFish_scaffold30345
MVNR01011662.1	orpheusFish_scaffold11662
MVNR01001005.1	orpheusFish_scaffold1005
MVNR01026986.1	orpheusFish_scaffold26986
MVNR01022666.1	NW_019051782.1
MVNR01002756.1	orpheusFish_scaffold2756
MVNR01000004.1	orpheusFish_scaffold4
MVNR01011286.1	NW_019040402.1
MVNR01027799.1	NW_019056915.1
MVNR01015766.1	NW_019044882.1
MVNR01027550.1	orpheusFish_scaffold27550
MVNR01018877.1	NW_019047993.1
MVNR01014736.1	orpheusFish_scaffold14736
MVNR01021353.1	orpheusFish_scaffold21353
MVNR01028212.1	NW_019057328.1
MVNR01021248.1	orpheusFish_scaffold21248
MVNR01011281.1	orpheusFish_scaffold11281
MVNR01012593.1	orpheusFish_scaffold12593
MVNR01026172.1	NW_019055288.1
MVNR01028661.1	NW_019057777.1
MVNR01003258.1	orpheusFish_scaffold3258
MVNR01023686.1	NW_019052802.1
MVNR01003418.1	orpheusFish_scaffold3418
MVNR01029214.1	NW_019058330.1
MVNR01028726.1	NW_019057842.1
MVNR01024795.1	NW_019053911.1
MVNR01028591.1	NW_019057707.1
MVNR01018662.1	orpheusFish_scaffold18662
MVNR01003202.1	orpheusFish_scaffold3202
MVNR01002627.1	orpheusFish_scaffold2627
MVNR01027546.1	NW_019056662.1
MVNR01010673.1	orpheusFish_scaffold10673
MVNR01028841.1	NW_019057957.1
MVNR01027976.1	orpheusFish_scaffold27976
MVNR01013746.1	orpheusFish_scaffold13746
MVNR01027050.1	NW_019056166.1
MVNR01021125.1	NW_019050241.1
MVNR01013731.1	NW_019042847.1
MVNR01017507.1	orpheusFish_scaffold17507
MVNR01001343.1	NW_019030459.1
MVNR01027432.1	NW_019056548.1
MVNR01012077.1	orpheusFish_scaffold12077
MVNR01006887.1	NW_019036003.1
MVNR01009077.1	NW_019038193.1
MVNR01004837.1	orpheusFish_scaffold4837
MVNR01009677.1	orpheusFish_scaffold9677
MVNR01026529.1	orpheusFish_scaffold26529
MVNR01008012.1	orpheusFish_scaffold8012
MVNR01011130.1	NW_019040246.1
MVNR01026453.1	orpheusFish_scaffold26453
MVNR01028499.1	NW_019057615.1
MVNR01005510.1	NW_019034626.1
MVNR01005277.1	NW_019034393.1
MVNR01022455.1	NW_019051571.1
MVNR01018906.1	orpheusFish_scaffold18906
MVNR01011313.1	orpheusFish_scaffold11313
MVNR01011625.1	NW_019040741.1
MVNR01018272.1	orpheusFish_scaffold18272
MVNR01017729.1	orpheusFish_scaffold17729
MVNR01007694.1	NW_019036810.1
MVNR01008081.1	NW_019037197.1
MVNR01001237.1	NW_019030353.1
MVNR01027246.1	NW_019056362.1
MVNR01002441.1	orpheusFish_scaffold2441
MVNR01007448.1	NW_019036564.1
MVNR01015705.1	NW_019044821.1
MVNR01019929.1	orpheusFish_scaffold19929
MVNR01003035.1	orpheusFish_scaffold3035
MVNR01003640.1	NW_019032756.1
MVNR01018687.1	NW_019047803.1
MVNR01010214.1	NW_019039330.1
MVNR01007782.1	orpheusFish_scaffold7782
MVNR01026714.1	NW_019055830.1
MVNR01029921.1	orpheusFish_scaffold29921
MVNR01013911.1	NW_019043027.1
MVNR01003445.1	orpheusFish_scaffold3445
MVNR01009940.1	orpheusFish_scaffold9940
MVNR01001379.1	NW_019030495.1
MVNR01024150.1	orpheusFish_scaffold24150
MVNR01015967.1	NW_019045083.1
MVNR01019976.1	orpheusFish_scaffold19976
MVNR01028909.1	orpheusFish_scaffold28909
MVNR01024032.1	NW_019053148.1
MVNR01004529.1	NW_019033645.1
MVNR01015489.1	NW_019044605.1
MVNR01011593.1	NW_019040709.1
MVNR01001870.1	NW_019030986.1
MVNR01001351.1	orpheusFish_scaffold1351
MVNR01018839.1	orpheusFish_scaffold18839
MVNR01012154.1	orpheusFish_scaffold12154
MVNR01023063.1	NW_019052179.1
MVNR01005956.1	orpheusFish_scaffold5956
MVNR01016776.1	orpheusFish_scaffold16776
MVNR01001263.1	NW_019030379.1
MVNR01025109.1	NW_019054225.1
MVNR01008058.1	NW_019037174.1
MVNR01016904.1	NW_019046020.1
MVNR01023710.1	NW_019052826.1
MVNR01020017.1	NW_019049133.1
MVNR01008903.1	NW_019038019.1
MVNR01014087.1	orpheusFish_scaffold14087
MVNR01026167.1	orpheusFish_scaffold26167
MVNR01004185.1	orpheusFish_scaffold4185
MVNR01006845.1	orpheusFish_scaffold6845
MVNR01021862.1	orpheusFish_scaffold21862
MVNR01018777.1	orpheusFish_scaffold18777
MVNR01023452.1	orpheusFish_scaffold23452
MVNR01013899.1	orpheusFish_scaffold13899
MVNR01012343.1	NW_019041459.1
MVNR01029855.1	NW_019058971.1
MVNR01009631.1	NW_019038747.1
MVNR01016242.1	NW_019045358.1
MVNR01024959.1	orpheusFish_scaffold24959
MVNR01001678.1	orpheusFish_scaffold1678
MVNR01018423.1	orpheusFish_scaffold18423
MVNR01028601.1	NW_019057717.1
MVNR01025238.1	NW_019054354.1
MVNR01007382.1	orpheusFish_scaffold7382
MVNR01016077.1	NW_019045193.1
MVNR01021595.1	orpheusFish_scaffold21595
MVNR01020115.1	orpheusFish_scaffold20115
MVNR01002452.1	orpheusFish_scaffold2452
MVNR01004419.1	NW_019033535.1
MVNR01009851.1	NW_019038967.1
MVNR01009430.1	NW_019038546.1
MVNR01001615.1	NW_019030731.1
MVNR01015184.1	NW_019044300.1
MVNR01029139.1	orpheusFish_scaffold29139
MVNR01027354.1	orpheusFish_scaffold27354
MVNR01023671.1	NW_019052787.1
MVNR01000966.1	orpheusFish_scaffold966
MVNR01017347.1	orpheusFish_scaffold17347
MVNR01001695.1	NW_019030811.1
MVNR01025649.1	orpheusFish_scaffold25649
MVNR01023716.1	NW_019052832.1
MVNR01001357.1	NW_019030473.1
MVNR01005483.1	orpheusFish_scaffold5483
MVNR01006599.1	NW_019035715.1
MVNR01026861.1	orpheusFish_scaffold26861
MVNR01024398.1	NW_019053514.1
MVNR01005368.1	orpheusFish_scaffold5368
MVNR01015625.1	orpheusFish_scaffold15625
MVNR01018484.1	NW_019047600.1
MVNR01021546.1	orpheusFish_scaffold21546
MVNR01001842.1	NW_019030958.1
MVNR01014306.1	orpheusFish_scaffold14306
MVNR01019669.1	NW_019048785.1
MVNR01029456.1	orpheusFish_scaffold29456
MVNR01002543.1	NW_019031659.1
MVNR01013948.1	NW_019043064.1
MVNR01007819.1	orpheusFish_scaffold7819
MVNR01013541.1	NW_019042657.1
MVNR01028133.1	orpheusFish_scaffold28133
MVNR01008416.1	NW_019037532.1
MVNR01025867.1	NW_019054983.1
MVNR01025392.1	NW_019054508.1
MVNR01003989.1	NW_019033105.1
MVNR01024517.1	NW_019053633.1
MVNR01020939.1	orpheusFish_scaffold20939
MVNR01018153.1	NW_019047269.1
MVNR01013845.1	orpheusFish_scaffold13845
MVNR01022808.1	NW_019051924.1
MVNR01022472.1	orpheusFish_scaffold22472
MVNR01025752.1	NW_019054868.1
MVNR01023049.1	NW_019052165.1
MVNR01011810.1	NW_019040926.1
MVNR01015484.1	NW_019044600.1
MVNR01012858.1	NW_019041974.1
MVNR01009914.1	orpheusFish_scaffold9914
MVNR01011298.1	orpheusFish_scaffold11298
MVNR01018540.1	NW_019047656.1
MVNR01003286.1	orpheusFish_scaffold3286
MVNR01004755.1	orpheusFish_scaffold4755
MVNR01015330.1	orpheusFish_scaffold15330
MVNR01026760.1	NW_019055876.1
MVNR01015055.1	NW_019044171.1
MVNR01005335.1	NW_019034451.1
MVNR01020153.1	NW_019049269.1
MVNR01008272.1	NW_019037388.1
MVNR01008543.1	orpheusFish_scaffold8543
MVNR01002925.1	NW_019032041.1
MVNR01028937.1	orpheusFish_scaffold28937
MVNR01013470.1	NW_019042586.1
MVNR01004939.1	orpheusFish_scaffold4939
MVNR01025169.1	orpheusFish_scaffold25169
MVNR01020555.1	orpheusFish_scaffold20555
MVNR01027244.1	NW_019056360.1
MVNR01028562.1	NW_019057678.1
MVNR01013930.1	orpheusFish_scaffold13930
MVNR01001209.1	orpheusFish_scaffold1209
MVNR01014340.1	orpheusFish_scaffold14340
MVNR01028257.1	NW_019057373.1
MVNR01012989.1	NW_019042105.1
MVNR01011435.1	orpheusFish_scaffold11435
MVNR01011616.1	NW_019040732.1
MVNR01014144.1	orpheusFish_scaffold14144
MVNR01008873.1	NW_019037989.1
MVNR01025047.1	orpheusFish_scaffold25047
MVNR01027869.1	NW_019056985.1
MVNR01014147.1	orpheusFish_scaffold14147
MVNR01024493.1	orpheusFish_scaffold24493
MVNR01023085.1	NW_019052201.1
MVNR01005168.1	NW_019034284.1
MVNR01004451.1	orpheusFish_scaffold4451
MVNR01018991.1	orpheusFish_scaffold18991
MVNR01010283.1	orpheusFish_scaffold10283
MVNR01002992.1	NW_019032108.1
MVNR01017391.1	NW_019046507.1
MVNR01022141.1	NW_019051257.1
MVNR01027359.1	orpheusFish_scaffold27359
MVNR01026745.1	NW_019055861.1
MVNR01024870.1	NW_019053986.1
MVNR01023311.1	orpheusFish_scaffold23311
MVNR01002786.1	NW_019031902.1
MVNR01007088.1	NW_019036204.1
MVNR01007664.1	orpheusFish_scaffold7664
MVNR01015660.1	NW_019044776.1
MVNR01001696.1	orpheusFish_scaffold1696
MVNR01022920.1	NW_019052036.1
MVNR01009403.1	NW_019038519.1
MVNR01021202.1	orpheusFish_scaffold21202
MVNR01019535.1	orpheusFish_scaffold19535
MVNR01029925.1	orpheusFish_scaffold29925
MVNR01008512.1	orpheusFish_scaffold8512
MVNR01016996.1	NW_019046112.1
MVNR01012257.1	NW_019041373.1
MVNR01008706.1	NW_019037822.1
MVNR01002905.1	orpheusFish_scaffold2905
MVNR01015295.1	orpheusFish_scaffold15295
MVNR01025129.1	orpheusFish_scaffold25129
MVNR01000327.1	NW_019029443.1
MVNR01002711.1	orpheusFish_scaffold2711
MVNR01024294.1	NW_019053410.1
MVNR01007254.1	NW_019036370.1
MVNR01019712.1	NW_019048828.1
MVNR01027569.1	orpheusFish_scaffold27569
MVNR01021404.1	NW_019050520.1
MVNR01003567.1	NW_019032683.1
MVNR01000907.1	orpheusFish_scaffold907
MVNR01004737.1	NW_019033853.1
MVNR01016280.1	orpheusFish_scaffold16280
MVNR01009630.1	orpheusFish_scaffold9630
MVNR01017874.1	NW_019046990.1
MVNR01028868.1	orpheusFish_scaffold28868
MVNR01018622.1	NW_019047738.1
MVNR01022350.1	NW_019051466.1
MVNR01015860.1	orpheusFish_scaffold15860
MVNR01026277.1	orpheusFish_scaffold26277
MVNR01010231.1	NW_019039347.1
MVNR01026254.1	NW_019055370.1
MVNR01022876.1	orpheusFish_scaffold22876
MVNR01012215.1	orpheusFish_scaffold12215
MVNR01000483.1	NW_019029599.1
MVNR01021448.1	NW_019050564.1
MVNR01009456.1	orpheusFish_scaffold9456
MVNR01029797.1	NW_019058913.1
MVNR01025445.1	orpheusFish_scaffold25445
MVNR01004652.1	NW_019033768.1
MVNR01019536.1	orpheusFish_scaffold19536
MVNR01028869.1	NW_019057985.1
MVNR01019933.1	NW_019049049.1
MVNR01010210.1	NW_019039326.1
MVNR01013017.1	NW_019042133.1
MVNR01011175.1	NW_019040291.1
MVNR01027799.1	orpheusFish_scaffold27799
MVNR01006708.1	NW_019035824.1
MVNR01006428.1	NW_019035544.1
MVNR01005923.1	NW_019035039.1
MVNR01017890.1	orpheusFish_scaffold17890
MVNR01011246.1	NW_019040362.1
MVNR01011230.1	orpheusFish_scaffold11230
MVNR01018592.1	orpheusFish_scaffold18592
MVNR01000971.1	orpheusFish_scaffold971
MVNR01026806.1	orpheusFish_scaffold26806
MVNR01024033.1	NW_019053149.1
MVNR01013012.1	orpheusFish_scaffold13012
MVNR01015224.1	orpheusFish_scaffold15224
MVNR01025571.1	NW_019054687.1
MVNR01001112.1	NW_019030228.1
MVNR01029654.1	NW_019058770.1
MVNR01017735.1	orpheusFish_scaffold17735
MVNR01007787.1	orpheusFish_scaffold7787
MVNR01018501.1	NW_019047617.1
MVNR01012592.1	orpheusFish_scaffold12592
MVNR01006293.1	orpheusFish_scaffold6293
MVNR01001859.1	orpheusFish_scaffold1859
MVNR01029242.1	orpheusFish_scaffold29242
MVNR01008953.1	orpheusFish_scaffold8953
MVNR01022937.1	orpheusFish_scaffold22937
MVNR01017584.1	orpheusFish_scaffold17584
MVNR01025757.1	orpheusFish_scaffold25757
MVNR01014662.1	orpheusFish_scaffold14662
MVNR01027980.1	orpheusFish_scaffold27980
MVNR01006850.1	NW_019035966.1
MVNR01012597.1	NW_019041713.1
MVNR01003004.1	NW_019032120.1
MVNR01029747.1	orpheusFish_scaffold29747
MVNR01013815.1	orpheusFish_scaffold13815
MVNR01020850.1	NW_019049966.1
MVNR01013066.1	orpheusFish_scaffold13066
MVNR01024779.1	orpheusFish_scaffold24779
MVNR01019574.1	NW_019048690.1
MVNR01004773.1	NW_019033889.1
MVNR01017894.1	orpheusFish_scaffold17894
MVNR01012951.1	orpheusFish_scaffold12951
MVNR01017661.1	orpheusFish_scaffold17661
MVNR01017788.1	NW_019046904.1
MVNR01017136.1	orpheusFish_scaffold17136
MVNR01000838.1	NW_019029954.1
MVNR01019106.1	NW_019048222.1
MVNR01002303.1	NW_019031419.1
MVNR01006747.1	NW_019035863.1
MVNR01005016.1	NW_019034132.1
MVNR01014106.1	NW_019043222.1
MVNR01011353.1	orpheusFish_scaffold11353
MVNR01024227.1	orpheusFish_scaffold24227
MVNR01020417.1	orpheusFish_scaffold20417
MVNR01008981.1	orpheusFish_scaffold8981
MVNR01020483.1	orpheusFish_scaffold20483
MVNR01008596.1	orpheusFish_scaffold8596
MVNR01010228.1	orpheusFish_scaffold10228
MVNR01028294.1	orpheusFish_scaffold28294
MVNR01000946.1	orpheusFish_scaffold946
MVNR01017901.1	orpheusFish_scaffold17901
MVNR01010405.1	NW_019039521.1
MVNR01000029.1	orpheusFish_scaffold29
MVNR01023126.1	orpheusFish_scaffold23126
MVNR01026775.1	orpheusFish_scaffold26775
MVNR01012204.1	orpheusFish_scaffold12204
MVNR01021688.1	NW_019050804.1
MVNR01021428.1	NW_019050544.1
MVNR01008214.1	NW_019037330.1
MVNR01009010.1	orpheusFish_scaffold9010
MVNR01009695.1	orpheusFish_scaffold9695
MVNR01024550.1	NW_019053666.1
MVNR01029782.1	NW_019058898.1
MVNR01009810.1	NW_019038926.1
MVNR01012888.1	orpheusFish_scaffold12888
MVNR01005191.1	orpheusFish_scaffold5191
MVNR01005820.1	orpheusFish_scaffold5820
MVNR01004646.1	NW_019033762.1
MVNR01024312.1	NW_019053428.1
MVNR01016236.1	orpheusFish_scaffold16236
MVNR01001358.1	NW_019030474.1
MVNR01023856.1	orpheusFish_scaffold23856
MVNR01030038.1	orpheusFish_scaffold30038
MVNR01008063.1	orpheusFish_scaffold8063
MVNR01019171.1	orpheusFish_scaffold19171
MVNR01003674.1	NW_019032790.1
MVNR01002811.1	NW_019031927.1
MVNR01010752.1	NW_019039868.1
MVNR01010574.1	orpheusFish_scaffold10574
MVNR01011875.1	NW_019040991.1
MVNR01020991.1	orpheusFish_scaffold20991
MVNR01019296.1	NW_019048412.1
MVNR01016153.1	orpheusFish_scaffold16153
MVNR01009304.1	NW_019038420.1
MVNR01011865.1	orpheusFish_scaffold11865
MVNR01005888.1	NW_019035004.1
MVNR01008384.1	NW_019037500.1
MVNR01021474.1	NW_019050590.1
MVNR01005573.1	orpheusFish_scaffold5573
MVNR01006343.1	NW_019035459.1
MVNR01028893.1	orpheusFish_scaffold28893
MVNR01014656.1	NW_019043772.1
MVNR01025349.1	orpheusFish_scaffold25349
MVNR01011398.1	orpheusFish_scaffold11398
MVNR01007412.1	orpheusFish_scaffold7412
MVNR01016095.1	orpheusFish_scaffold16095
MVNR01023923.1	orpheusFish_scaffold23923
MVNR01003191.1	orpheusFish_scaffold3191
MVNR01015957.1	orpheusFish_scaffold15957
MVNR01018929.1	orpheusFish_scaffold18929
MVNR01026547.1	orpheusFish_scaffold26547
MVNR01012099.1	orpheusFish_scaffold12099
MVNR01012979.1	orpheusFish_scaffold12979
MVNR01010298.1	orpheusFish_scaffold10298
MVNR01018512.1	NW_019047628.1
MVNR01012960.1	NW_019042076.1
MVNR01014514.1	orpheusFish_scaffold14514
MVNR01013741.1	NW_019042857.1
MVNR01005572.1	NW_019034688.1
MVNR01018498.1	NW_019047614.1
MVNR01022726.1	orpheusFish_scaffold22726
MVNR01022132.1	orpheusFish_scaffold22132
MVNR01026904.1	orpheusFish_scaffold26904
MVNR01027477.1	NW_019056593.1
MVNR01029614.1	NW_019058730.1
MVNR01011261.1	orpheusFish_scaffold11261
MVNR01018128.1	orpheusFish_scaffold18128
MVNR01001027.1	orpheusFish_scaffold1027
MVNR01021195.1	orpheusFish_scaffold21195
MVNR01025305.1	NW_019054421.1
MVNR01020483.1	NW_019049599.1
MVNR01014509.1	orpheusFish_scaffold14509
MVNR01025749.1	orpheusFish_scaffold25749
MVNR01028082.1	NW_019057198.1
MVNR01010698.1	NW_019039814.1
MVNR01020208.1	orpheusFish_scaffold20208
MVNR01030052.1	NW_019059168.1
MVNR01002889.1	NW_019032005.1
MVNR01025277.1	orpheusFish_scaffold25277
MVNR01014455.1	orpheusFish_scaffold14455
MVNR01006113.1	NW_019035229.1
MVNR01000428.1	orpheusFish_scaffold428
MVNR01026957.1	NW_019056073.1
MVNR01018724.1	NW_019047840.1
MVNR01004673.1	orpheusFish_scaffold4673
MVNR01018702.1	NW_019047818.1
MVNR01012955.1	orpheusFish_scaffold12955
MVNR01016738.1	orpheusFish_scaffold16738
MVNR01005539.1	NW_019034655.1
MVNR01015070.1	orpheusFish_scaffold15070
MVNR01011106.1	orpheusFish_scaffold11106
MVNR01006380.1	orpheusFish_scaffold6380
MVNR01022620.1	NW_019051736.1
MVNR01015845.1	NW_019044961.1
MVNR01027912.1	NW_019057028.1
MVNR01017691.1	orpheusFish_scaffold17691
MVNR01002596.1	NW_019031712.1
MVNR01012999.1	orpheusFish_scaffold12999
MVNR01003789.1	NW_019032905.1
MVNR01020800.1	orpheusFish_scaffold20800
MVNR01016822.1	orpheusFish_scaffold16822
MVNR01030059.1	orpheusFish_scaffold30059
MVNR01006725.1	NW_019035841.1
MVNR01009925.1	orpheusFish_scaffold9925
MVNR01006895.1	orpheusFish_scaffold6895
MVNR01011379.1	NW_019040495.1
MVNR01007043.1	orpheusFish_scaffold7043
MVNR01020001.1	orpheusFish_scaffold20001
MVNR01028358.1	orpheusFish_scaffold28358
MVNR01018004.1	NW_019047120.1
MVNR01014749.1	orpheusFish_scaffold14749
MVNR01027396.1	orpheusFish_scaffold27396
MVNR01004652.1	orpheusFish_scaffold4652
MVNR01011918.1	NW_019041034.1
MVNR01027245.1	orpheusFish_scaffold27245
MVNR01010119.1	NW_019039235.1
MVNR01009804.1	NW_019038920.1
MVNR01024355.1	NW_019053471.1
MVNR01022582.1	orpheusFish_scaffold22582
MVNR01024828.1	orpheusFish_scaffold24828
MVNR01009387.1	NW_019038503.1
MVNR01010719.1	NW_019039835.1
MVNR01003843.1	orpheusFish_scaffold3843
MVNR01027864.1	orpheusFish_scaffold27864
MVNR01026105.1	orpheusFish_scaffold26105
MVNR01017054.1	orpheusFish_scaffold17054
MVNR01027470.1	orpheusFish_scaffold27470
MVNR01017878.1	NW_019046994.1
MVNR01024103.1	NW_019053219.1
MVNR01018684.1	orpheusFish_scaffold18684
MVNR01011743.1	orpheusFish_scaffold11743
MVNR01020066.1	NW_019049182.1
MVNR01018036.1	orpheusFish_scaffold18036
MVNR01011123.1	NW_019040239.1
MVNR01004852.1	NW_019033968.1
MVNR01026651.1	orpheusFish_scaffold26651
MVNR01005567.1	NW_019034683.1
MVNR01016444.1	NW_019045560.1
MVNR01029427.1	NW_019058543.1
MVNR01028621.1	orpheusFish_scaffold28621
MVNR01009876.1	orpheusFish_scaffold9876
MVNR01012187.1	NW_019041303.1
MVNR01017254.1	orpheusFish_scaffold17254
MVNR01022190.1	orpheusFish_scaffold22190
MVNR01027681.1	orpheusFish_scaffold27681
MVNR01028746.1	orpheusFish_scaffold28746
MVNR01030056.1	NW_019059172.1
MVNR01021892.1	orpheusFish_scaffold21892
MVNR01025505.1	orpheusFish_scaffold25505
MVNR01028071.1	NW_019057187.1
MVNR01026894.1	orpheusFish_scaffold26894
MVNR01012248.1	NW_019041364.1
MVNR01009116.1	orpheusFish_scaffold9116
MVNR01022083.1	NW_019051199.1
MVNR01000034.1	orpheusFish_scaffold34
MVNR01007249.1	NW_019036365.1
MVNR01015426.1	orpheusFish_scaffold15426
MVNR01021101.1	orpheusFish_scaffold21101
MVNR01006500.1	orpheusFish_scaffold6500
MVNR01015013.1	orpheusFish_scaffold15013
MVNR01020548.1	NW_019049664.1
MVNR01018340.1	orpheusFish_scaffold18340
MVNR01000586.1	NW_019029702.1
MVNR01014968.1	NW_019044084.1
