GL251067.1	NW_003276017.1
GL218182.1	NW_003243132.1
GL255055.1	NW_003280005.1
GL211766.1	NW_003236716.1
GL248582.1	NW_003273532.1
GL231870.1	NW_003256820.1
GL266141.1	NW_003291091.1
GL209760.1	NW_003234710.1
GL237048.1	NW_003261998.1
GL238053.1	NW_003263003.1
GL268057.1	NW_003293007.1
GL205686.1	NW_003230636.1
GL236238.1	NW_003261188.1
GL257150.1	NW_003282100.1
GL222509.1	NW_003247459.1
GL239537.1	NW_003264487.1
GL229036.1	NW_003253986.1
GL265235.1	NW_003290185.1
GL226083.1	NW_003251033.1
GL225205.1	NW_003250155.1
GL255808.1	NW_003280758.1
GL220536.1	NW_003245486.1
GL207746.1	NW_003232696.1
GL223213.1	NW_003248163.1
GL194403.1	NW_003219353.1
GL230079.1	NW_003255029.1
GL239408.1	NW_003264358.1
GL231890.1	NW_003256840.1
GL199284.1	NW_003224234.1
GL271409.1	NW_003296359.1
GL258707.1	NW_003283657.1
GL223360.1	NW_003248310.1
GL200382.1	NW_003225332.1
GL266778.1	NW_003291728.1
GL225680.1	NW_003250630.1
GL201828.1	NW_003226778.1
GL271463.1	NW_003296413.1
GL208847.1	NW_003233797.1
GL265734.1	NW_003290684.1
GL198133.1	NW_003223083.1
GL266708.1	NW_003291658.1
GL268656.1	NW_003293606.1
GL197491.1	NW_003222441.1
GL197224.1	NW_003222174.1
GL239807.1	NW_003264757.1
GL207143.1	NW_003232093.1
GL238865.1	NW_003263815.1
GL273529.1	NW_003298479.1
GL246556.1	NW_003271506.1
GL230320.1	NW_003255270.1
GL206414.1	NW_003231364.1
GL248585.1	NW_003273535.1
GL217499.1	NW_003242449.1
GL198991.1	NW_003223941.1
GL213682.1	NW_003238632.1
GL193795.1	NW_003218745.1
GL240612.1	NW_003265562.1
GL202497.1	NW_003227447.1
GL212819.1	NW_003237769.1
GL229016.1	NW_003253966.1
GL207628.1	NW_003232578.1
GL244028.1	NW_003268978.1
GL195961.1	NW_003220911.1
GL233709.1	NW_003258659.1
GL192768.1	NW_003217718.1
GL265944.1	NW_003290894.1
GL221442.1	NW_003246392.1
GL262333.1	NW_003287283.1
GL262385.1	NW_003287335.1
GL195541.1	NW_003220491.1
GL218918.1	NW_003243868.1
GL267375.1	NW_003292325.1
GL227697.1	NW_003252647.1
GL271120.1	NW_003296070.1
GL195250.1	NW_003220200.1
GL218435.1	NW_003243385.1
GL217514.1	NW_003242464.1
GL269319.1	NW_003294269.1
GL242026.1	NW_003266976.1
GL220672.1	NW_003245622.1
GL272772.1	NW_003297722.1
GL262191.1	NW_003287141.1
GL210216.1	NW_003235166.1
GL268547.1	NW_003293497.1
GL240939.1	NW_003265889.1
GL270824.1	NW_003295774.1
GL238196.1	NW_003263146.1
GL228174.1	NW_003253124.1
GL251836.1	NW_003276786.1
GL220269.1	NW_003245219.1
GL253109.1	NW_003278059.1
GL227456.1	NW_003252406.1
GL257453.1	NW_003282403.1
GL265132.1	NW_003290082.1
GL219876.1	NW_003244826.1
GL199905.1	NW_003224855.1
GL240209.1	NW_003265159.1
GL202046.1	NW_003226996.1
GL219676.1	NW_003244626.1
GL195886.1	NW_003220836.1
GL232760.1	NW_003257710.1
GL217094.1	NW_003242044.1
GL271636.1	NW_003296586.1
GL267100.1	NW_003292050.1
GL196626.1	NW_003221576.1
GL252936.1	NW_003277886.1
GL233593.1	NW_003258543.1
GL241440.1	NW_003266390.1
GL201707.1	NW_003226657.1
GL221602.1	NW_003246552.1
GL207323.1	NW_003232273.1
GL233592.1	NW_003258542.1
GL242478.1	NW_003267428.1
GL220872.1	NW_003245822.1
GL239326.1	NW_003264276.1
GL213837.1	NW_003238787.1
GL198547.1	NW_003223497.1
GL255796.1	NW_003280746.1
GL223022.1	NW_003247972.1
GL216815.1	NW_003241765.1
GL258311.1	NW_003283261.1
GL197381.1	NW_003222331.1
GL203881.1	NW_003228831.1
GL211009.1	NW_003235959.1
GL206261.1	NW_003231211.1
GL221050.1	NW_003246000.1
GL267226.1	NW_003292176.1
GL244610.1	NW_003269560.1
GL245476.1	NW_003270426.1
GL192630.1	NW_003217580.1
GL225380.1	NW_003250330.1
GL266851.1	NW_003291801.1
GL268004.1	NW_003292954.1
GL215432.1	NW_003240382.1
GL194175.1	NW_003219125.1
GL269745.1	NW_003294695.1
GL217248.1	NW_003242198.1
GL197457.1	NW_003222407.1
GL267856.1	NW_003292806.1
GL208989.1	NW_003233939.1
GL206584.1	NW_003231534.1
GL229117.1	NW_003254067.1
GL220063.1	NW_003245013.1
GL193208.1	NW_003218158.1
GL272178.1	NW_003297128.1
GL255936.1	NW_003280886.1
GL227787.1	NW_003252737.1
GL224373.1	NW_003249323.1
GL245171.1	NW_003270121.1
GL213599.1	NW_003238549.1
GL225022.1	NW_003249972.1
GL218579.1	NW_003243529.1
GL247852.1	NW_003272802.1
GL197571.1	NW_003222521.1
GL207502.1	NW_003232452.1
GL258466.1	NW_003283416.1
GL228340.1	NW_003253290.1
GL264751.1	NW_003289701.1
GL210078.1	NW_003235028.1
GL270032.1	NW_003294982.1
GL263843.1	NW_003288793.1
GL230508.1	NW_003255458.1
GL198431.1	NW_003223381.1
GL230275.1	NW_003255225.1
GL229980.1	NW_003254930.1
GL252129.1	NW_003277079.1
GL211588.1	NW_003236538.1
GL226753.1	NW_003251703.1
GL193751.1	NW_003218701.1
GL236839.1	NW_003261789.1
GL244289.1	NW_003269239.1
GL264941.1	NW_003289891.1
GL199364.1	NW_003224314.1
GL247052.1	NW_003272002.1
GL254340.1	NW_003279290.1
GL268896.1	NW_003293846.1
GL224386.1	NW_003249336.1
GL250326.1	NW_003275276.1
GL199081.1	NW_003224031.1
GL260775.1	NW_003285725.1
GL239331.1	NW_003264281.1
GL214801.1	NW_003239751.1
GL234627.1	NW_003259577.1
GL229984.1	NW_003254934.1
GL247764.1	NW_003272714.1
GL272216.1	NW_003297166.1
GL214020.1	NW_003238970.1
GL267189.1	NW_003292139.1
GL242112.1	NW_003267062.1
GL249393.1	NW_003274343.1
GL192940.1	NW_003217890.1
GL262203.1	NW_003287153.1
GL197240.1	NW_003222190.1
GL214081.1	NW_003239031.1
GL268075.1	NW_003293025.1
GL249488.1	NW_003274438.1
GL251000.1	NW_003275950.1
GL254974.1	NW_003279924.1
GL226148.1	NW_003251098.1
GL211912.1	NW_003236862.1
GL220399.1	NW_003245349.1
GL273427.1	NW_003298377.1
GL196397.1	NW_003221347.1
GL237221.1	NW_003262171.1
GL202501.1	NW_003227451.1
GL223161.1	NW_003248111.1
GL196034.1	NW_003220984.1
GL253434.1	NW_003278384.1
GL232849.1	NW_003257799.1
GL239839.1	NW_003264789.1
GL212527.1	NW_003237477.1
GL249562.1	NW_003274512.1
GL251911.1	NW_003276861.1
GL208533.1	NW_003233483.1
GL202996.1	NW_003227946.1
GL241158.1	NW_003266108.1
GL203937.1	NW_003228887.1
GL219838.1	NW_003244788.1
GL239974.1	NW_003264924.1
GL258637.1	NW_003283587.1
GL238413.1	NW_003263363.1
GL202608.1	NW_003227558.1
GL193870.1	NW_003218820.1
GL220818.1	NW_003245768.1
GL255929.1	NW_003280879.1
GL207814.1	NW_003232764.1
GL216447.1	NW_003241397.1
GL267330.1	NW_003292280.1
GL260041.1	NW_003284991.1
GL252576.1	NW_003277526.1
GL194553.1	NW_003219503.1
GL206997.1	NW_003231947.1
GL228856.1	NW_003253806.1
GL231249.1	NW_003256199.1
GL270875.1	NW_003295825.1
GL219212.1	NW_003244162.1
GL264065.1	NW_003289015.1
GL236069.1	NW_003261019.1
GL203500.1	NW_003228450.1
GL264001.1	NW_003288951.1
GL232146.1	NW_003257096.1
GL268924.1	NW_003293874.1
GL270529.1	NW_003295479.1
GL221752.1	NW_003246702.1
GL230396.1	NW_003255346.1
GL272787.1	NW_003297737.1
GL270869.1	NW_003295819.1
GL206178.1	NW_003231128.1
GL222757.1	NW_003247707.1
GL230178.1	NW_003255128.1
GL254410.1	NW_003279360.1
GL212158.1	NW_003237108.1
GL253454.1	NW_003278404.1
GL213006.1	NW_003237956.1
GL240572.1	NW_003265522.1
GL242322.1	NW_003267272.1
GL263596.1	NW_003288546.1
GL207726.1	NW_003232676.1
GL237231.1	NW_003262181.1
GL200336.1	NW_003225286.1
GL259802.1	NW_003284752.1
GL224463.1	NW_003249413.1
GL212936.1	NW_003237886.1
GL266594.1	NW_003291544.1
GL269338.1	NW_003294288.1
GL223852.1	NW_003248802.1
GL195689.1	NW_003220639.1
GL245366.1	NW_003270316.1
GL251611.1	NW_003276561.1
GL265121.1	NW_003290071.1
GL234141.1	NW_003259091.1
GL238179.1	NW_003263129.1
GL250882.1	NW_003275832.1
GL273136.1	NW_003298086.1
GL233450.1	NW_003258400.1
GL265669.1	NW_003290619.1
GL236754.1	NW_003261704.1
GL266546.1	NW_003291496.1
GL211643.1	NW_003236593.1
GL218048.1	NW_003242998.1
GL210702.1	NW_003235652.1
GL229659.1	NW_003254609.1
GL205722.1	NW_003230672.1
GL209849.1	NW_003234799.1
GL241857.1	NW_003266807.1
GL203674.1	NW_003228624.1
GL213017.1	NW_003237967.1
GL260958.1	NW_003285908.1
GL208304.1	NW_003233254.1
GL231224.1	NW_003256174.1
GL202103.1	NW_003227053.1
GL195731.1	NW_003220681.1
GL195349.1	NW_003220299.1
GL209075.1	NW_003234025.1
GL249577.1	NW_003274527.1
GL207589.1	NW_003232539.1
GL203148.1	NW_003228098.1
GL196799.1	NW_003221749.1
GL214649.1	NW_003239599.1
GL247770.1	NW_003272720.1
GL232296.1	NW_003257246.1
GL206351.1	NW_003231301.1
GL200485.1	NW_003225435.1
GL272083.1	NW_003297033.1
GL252405.1	NW_003277355.1
GL212133.1	NW_003237083.1
GL269912.1	NW_003294862.1
GL239753.1	NW_003264703.1
GL258204.1	NW_003283154.1
GL255980.1	NW_003280930.1
GL205678.1	NW_003230628.1
GL196533.1	NW_003221483.1
GL196382.1	NW_003221332.1
GL213009.1	NW_003237959.1
GL255681.1	NW_003280631.1
GL209494.1	NW_003234444.1
GL246047.1	NW_003270997.1
GL246480.1	NW_003271430.1
GL228493.1	NW_003253443.1
GL229762.1	NW_003254712.1
GL227118.1	NW_003252068.1
GL197777.1	NW_003222727.1
GL220899.1	NW_003245849.1
GL260292.1	NW_003285242.1
GL241628.1	NW_003266578.1
GL246881.1	NW_003271831.1
GL211827.1	NW_003236777.1
GL205860.1	NW_003230810.1
GL196492.1	NW_003221442.1
GL233400.1	NW_003258350.1
GL238577.1	NW_003263527.1
GL217464.1	NW_003242414.1
GL215330.1	NW_003240280.1
GL231310.1	NW_003256260.1
GL254435.1	NW_003279385.1
GL234766.1	NW_003259716.1
GL271049.1	NW_003295999.1
GL201949.1	NW_003226899.1
GL250853.1	NW_003275803.1
GL271695.1	NW_003296645.1
GL202409.1	NW_003227359.1
GL230449.1	NW_003255399.1
GL255496.1	NW_003280446.1
GL199818.1	NW_003224768.1
GL237121.1	NW_003262071.1
GL272260.1	NW_003297210.1
GL248381.1	NW_003273331.1
GL257692.1	NW_003282642.1
GL207305.1	NW_003232255.1
GL224141.1	NW_003249091.1
GL230612.1	NW_003255562.1
GL263849.1	NW_003288799.1
GL204778.1	NW_003229728.1
GL206075.1	NW_003231025.1
GL210256.1	NW_003235206.1
GL268103.1	NW_003293053.1
GL236478.1	NW_003261428.1
GL268330.1	NW_003293280.1
GL272090.1	NW_003297040.1
GL217082.1	NW_003242032.1
GL234484.1	NW_003259434.1
GL209871.1	NW_003234821.1
GL225818.1	NW_003250768.1
GL271534.1	NW_003296484.1
GL222528.1	NW_003247478.1
GL239994.1	NW_003264944.1
GL223899.1	NW_003248849.1
GL243316.1	NW_003268266.1
GL268192.1	NW_003293142.1
GL200079.1	NW_003225029.1
GL240362.1	NW_003265312.1
GL224523.1	NW_003249473.1
GL213613.1	NW_003238563.1
GL230186.1	NW_003255136.1
GL221068.1	NW_003246018.1
GL199692.1	NW_003224642.1
GL197469.1	NW_003222419.1
GL221128.1	NW_003246078.1
GL211756.1	NW_003236706.1
GL256036.1	NW_003280986.1
GL226957.1	NW_003251907.1
GL235988.1	NW_003260938.1
GL258653.1	NW_003283603.1
GL200940.1	NW_003225890.1
GL229525.1	NW_003254475.1
GL202077.1	NW_003227027.1
GL232268.1	NW_003257218.1
GL225868.1	NW_003250818.1
GL225699.1	NW_003250649.1
GL262496.1	NW_003287446.1
GL257652.1	NW_003282602.1
GL245548.1	NW_003270498.1
GL240959.1	NW_003265909.1
GL225881.1	NW_003250831.1
GL195274.1	NW_003220224.1
GL272930.1	NW_003297880.1
GL233073.1	NW_003258023.1
GL220332.1	NW_003245282.1
GL271383.1	NW_003296333.1
GL208117.1	NW_003233067.1
GL195083.1	NW_003220033.1
GL219130.1	NW_003244080.1
GL268493.1	NW_003293443.1
GL273503.1	NW_003298453.1
GL261492.1	NW_003286442.1
GL259453.1	NW_003284403.1
GL257510.1	NW_003282460.1
GL205473.1	NW_003230423.1
GL226529.1	NW_003251479.1
GL237791.1	NW_003262741.1
GL205730.1	NW_003230680.1
GL205673.1	NW_003230623.1
GL219225.1	NW_003244175.1
GL240987.1	NW_003265937.1
GL221858.1	NW_003246808.1
GL234153.1	NW_003259103.1
GL228471.1	NW_003253421.1
GL212239.1	NW_003237189.1
GL260545.1	NW_003285495.1
GL267202.1	NW_003292152.1
GL213430.1	NW_003238380.1
GL245224.1	NW_003270174.1
GL237235.1	NW_003262185.1
GL231770.1	NW_003256720.1
GL206529.1	NW_003231479.1
GL265271.1	NW_003290221.1
GL261641.1	NW_003286591.1
GL263750.1	NW_003288700.1
GL266276.1	NW_003291226.1
GL265300.1	NW_003290250.1
GL229653.1	NW_003254603.1
GL197493.1	NW_003222443.1
GL226347.1	NW_003251297.1
GL210818.1	NW_003235768.1
GL254770.1	NW_003279720.1
GL233204.1	NW_003258154.1
GL215735.1	NW_003240685.1
GL247654.1	NW_003272604.1
GL235147.1	NW_003260097.1
GL271452.1	NW_003296402.1
GL215679.1	NW_003240629.1
GL233794.1	NW_003258744.1
GL219439.1	NW_003244389.1
GL213248.1	NW_003238198.1
GL193043.1	NW_003217993.1
GL261856.1	NW_003286806.1
GL250933.1	NW_003275883.1
GL211277.1	NW_003236227.1
GL204056.1	NW_003229006.1
GL248861.1	NW_003273811.1
GL234309.1	NW_003259259.1
GL222738.1	NW_003247688.1
GL241897.1	NW_003266847.1
GL234624.1	NW_003259574.1
GL254137.1	NW_003279087.1
GL210142.1	NW_003235092.1
GL233958.1	NW_003258908.1
GL207194.1	NW_003232144.1
GL219824.1	NW_003244774.1
GL256100.1	NW_003281050.1
GL265760.1	NW_003290710.1
GL230137.1	NW_003255087.1
GL254943.1	NW_003279893.1
GL194691.1	NW_003219641.1
GL228621.1	NW_003253571.1
GL198148.1	NW_003223098.1
GL260068.1	NW_003285018.1
GL196365.1	NW_003221315.1
GL247483.1	NW_003272433.1
GL257611.1	NW_003282561.1
GL258502.1	NW_003283452.1
GL249012.1	NW_003273962.1
GL194511.1	NW_003219461.1
GL268183.1	NW_003293133.1
GL203318.1	NW_003228268.1
GL268422.1	NW_003293372.1
GL267379.1	NW_003292329.1
GL251500.1	NW_003276450.1
GL258062.1	NW_003283012.1
GL271222.1	NW_003296172.1
GL235898.1	NW_003260848.1
GL239833.1	NW_003264783.1
GL226583.1	NW_003251533.1
GL233534.1	NW_003258484.1
GL192793.1	NW_003217743.1
GL237612.1	NW_003262562.1
GL237975.1	NW_003262925.1
GL214921.1	NW_003239871.1
GL247452.1	NW_003272402.1
GL255514.1	NW_003280464.1
GL260770.1	NW_003285720.1
GL270724.1	NW_003295674.1
GL248985.1	NW_003273935.1
GL257329.1	NW_003282279.1
GL236075.1	NW_003261025.1
GL221621.1	NW_003246571.1
GL270398.1	NW_003295348.1
GL244655.1	NW_003269605.1
GL192829.1	NW_003217779.1
GL207876.1	NW_003232826.1
GL212260.1	NW_003237210.1
GL206390.1	NW_003231340.1
GL196389.1	NW_003221339.1
GL223147.1	NW_003248097.1
GL201780.1	NW_003226730.1
GL230308.1	NW_003255258.1
GL221556.1	NW_003246506.1
GL258674.1	NW_003283624.1
GL211013.1	NW_003235963.1
GL222962.1	NW_003247912.1
GL203888.1	NW_003228838.1
GL214549.1	NW_003239499.1
GL238908.1	NW_003263858.1
GL257449.1	NW_003282399.1
GL208176.1	NW_003233126.1
GL266346.1	NW_003291296.1
GL233135.1	NW_003258085.1
GL257903.1	NW_003282853.1
GL233110.1	NW_003258060.1
GL211668.1	NW_003236618.1
GL264624.1	NW_003289574.1
GL192544.1	NW_003217494.1
GL253978.1	NW_003278928.1
GL244879.1	NW_003269829.1
GL257444.1	NW_003282394.1
GL239563.1	NW_003264513.1
GL252166.1	NW_003277116.1
GL202148.1	NW_003227098.1
GL250787.1	NW_003275737.1
GL204860.1	NW_003229810.1
GL198724.1	NW_003223674.1
GL212781.1	NW_003237731.1
GL193210.1	NW_003218160.1
GL215529.1	NW_003240479.1
GL246276.1	NW_003271226.1
GL200178.1	NW_003225128.1
GL207364.1	NW_003232314.1
GL265772.1	NW_003290722.1
GL267287.1	NW_003292237.1
GL205024.1	NW_003229974.1
GL270909.1	NW_003295859.1
GL209082.1	NW_003234032.1
GL223073.1	NW_003248023.1
GL217032.1	NW_003241982.1
GL193521.1	NW_003218471.1
GL248319.1	NW_003273269.1
GL239729.1	NW_003264679.1
GL198110.1	NW_003223060.1
GL234794.1	NW_003259744.1
GL264335.1	NW_003289285.1
GL258118.1	NW_003283068.1
GL203502.1	NW_003228452.1
GL256658.1	NW_003281608.1
GL257107.1	NW_003282057.1
GL251211.1	NW_003276161.1
GL241072.1	NW_003266022.1
GL242746.1	NW_003267696.1
GL255677.1	NW_003280627.1
GL223322.1	NW_003248272.1
GL238510.1	NW_003263460.1
GL230203.1	NW_003255153.1
GL226508.1	NW_003251458.1
GL215193.1	NW_003240143.1
GL220450.1	NW_003245400.1
GL194359.1	NW_003219309.1
GL227198.1	NW_003252148.1
GL215942.1	NW_003240892.1
GL228300.1	NW_003253250.1
GL252182.1	NW_003277132.1
GL260712.1	NW_003285662.1
GL217441.1	NW_003242391.1
GL264231.1	NW_003289181.1
GL217309.1	NW_003242259.1
GL266729.1	NW_003291679.1
GL273595.1	NW_003298545.1
GL257009.1	NW_003281959.1
GL240707.1	NW_003265657.1
GL240326.1	NW_003265276.1
GL241710.1	NW_003266660.1
GL228240.1	NW_003253190.1
GL212849.1	NW_003237799.1
GL220159.1	NW_003245109.1
GL205358.1	NW_003230308.1
GL219614.1	NW_003244564.1
GL248774.1	NW_003273724.1
GL257095.1	NW_003282045.1
GL258450.1	NW_003283400.1
GL265652.1	NW_003290602.1
GL250776.1	NW_003275726.1
GL253958.1	NW_003278908.1
GL194230.1	NW_003219180.1
GL204586.1	NW_003229536.1
GL251689.1	NW_003276639.1
GL213520.1	NW_003238470.1
GL192686.1	NW_003217636.1
GL219610.1	NW_003244560.1
GL237994.1	NW_003262944.1
GL201794.1	NW_003226744.1
GL257151.1	NW_003282101.1
GL201745.1	NW_003226695.1
GL222625.1	NW_003247575.1
GL229274.1	NW_003254224.1
GL222324.1	NW_003247274.1
GL234061.1	NW_003259011.1
GL224003.1	NW_003248953.1
GL245766.1	NW_003270716.1
GL209088.1	NW_003234038.1
GL199220.1	NW_003224170.1
GL211288.1	NW_003236238.1
GL257007.1	NW_003281957.1
GL233621.1	NW_003258571.1
GL219161.1	NW_003244111.1
GL216707.1	NW_003241657.1
GL202383.1	NW_003227333.1
GL256771.1	NW_003281721.1
GL253180.1	NW_003278130.1
GL250317.1	NW_003275267.1
GL196184.1	NW_003221134.1
GL219722.1	NW_003244672.1
GL263078.1	NW_003288028.1
GL235140.1	NW_003260090.1
GL233551.1	NW_003258501.1
GL214309.1	NW_003239259.1
GL265852.1	NW_003290802.1
GL246202.1	NW_003271152.1
GL208710.1	NW_003233660.1
GL262934.1	NW_003287884.1
GL212068.1	NW_003237018.1
GL216626.1	NW_003241576.1
GL243019.1	NW_003267969.1
GL268399.1	NW_003293349.1
GL259384.1	NW_003284334.1
GL224994.1	NW_003249944.1
GL246207.1	NW_003271157.1
GL192608.1	NW_003217558.1
GL221391.1	NW_003246341.1
GL224346.1	NW_003249296.1
GL203266.1	NW_003228216.1
GL199287.1	NW_003224237.1
GL263290.1	NW_003288240.1
GL223542.1	NW_003248492.1
GL213098.1	NW_003238048.1
GL267923.1	NW_003292873.1
GL217107.1	NW_003242057.1
GL238742.1	NW_003263692.1
GL245135.1	NW_003270085.1
GL231340.1	NW_003256290.1
GL235674.1	NW_003260624.1
GL199666.1	NW_003224616.1
GL243622.1	NW_003268572.1
GL240189.1	NW_003265139.1
GL212809.1	NW_003237759.1
GL256387.1	NW_003281337.1
GL204867.1	NW_003229817.1
GL265323.1	NW_003290273.1
GL260052.1	NW_003285002.1
GL249101.1	NW_003274051.1
GL246960.1	NW_003271910.1
GL202541.1	NW_003227491.1
GL257266.1	NW_003282216.1
GL245718.1	NW_003270668.1
GL239492.1	NW_003264442.1
GL205570.1	NW_003230520.1
GL252934.1	NW_003277884.1
GL239544.1	NW_003264494.1
GL197049.1	NW_003221999.1
GL203613.1	NW_003228563.1
GL245154.1	NW_003270104.1
GL230460.1	NW_003255410.1
GL265366.1	NW_003290316.1
GL263022.1	NW_003287972.1
GL216760.1	NW_003241710.1
GL231987.1	NW_003256937.1
GL199212.1	NW_003224162.1
GL249595.1	NW_003274545.1
GL240550.1	NW_003265500.1
GL237114.1	NW_003262064.1
GL209967.1	NW_003234917.1
GL202090.1	NW_003227040.1
GL250741.1	NW_003275691.1
GL258600.1	NW_003283550.1
GL198252.1	NW_003223202.1
GL221237.1	NW_003246187.1
GL254547.1	NW_003279497.1
GL251566.1	NW_003276516.1
GL209159.1	NW_003234109.1
GL241493.1	NW_003266443.1
GL226598.1	NW_003251548.1
GL244627.1	NW_003269577.1
GL203687.1	NW_003228637.1
GL243243.1	NW_003268193.1
GL208382.1	NW_003233332.1
GL220080.1	NW_003245030.1
GL261752.1	NW_003286702.1
GL202612.1	NW_003227562.1
GL258187.1	NW_003283137.1
GL224180.1	NW_003249130.1
GL236661.1	NW_003261611.1
GL202768.1	NW_003227718.1
GL194327.1	NW_003219277.1
GL263541.1	NW_003288491.1
GL247081.1	NW_003272031.1
GL253238.1	NW_003278188.1
GL271594.1	NW_003296544.1
GL242343.1	NW_003267293.1
GL249261.1	NW_003274211.1
GL264873.1	NW_003289823.1
GL253165.1	NW_003278115.1
GL226217.1	NW_003251167.1
GL269168.1	NW_003294118.1
GL251357.1	NW_003276307.1
GL204924.1	NW_003229874.1
GL243094.1	NW_003268044.1
GL236738.1	NW_003261688.1
GL272367.1	NW_003297317.1
GL229666.1	NW_003254616.1
GL272633.1	NW_003297583.1
GL216609.1	NW_003241559.1
GL201775.1	NW_003226725.1
GL192621.1	NW_003217571.1
GL270404.1	NW_003295354.1
GL194332.1	NW_003219282.1
GL265312.1	NW_003290262.1
GL198551.1	NW_003223501.1
GL221535.1	NW_003246485.1
GL272780.1	NW_003297730.1
GL253828.1	NW_003278778.1
GL218795.1	NW_003243745.1
GL219364.1	NW_003244314.1
GL264833.1	NW_003289783.1
GL214279.1	NW_003239229.1
GL210141.1	NW_003235091.1
GL226032.1	NW_003250982.1
GL258258.1	NW_003283208.1
GL232158.1	NW_003257108.1
GL209277.1	NW_003234227.1
GL232696.1	NW_003257646.1
GL256385.1	NW_003281335.1
GL259341.1	NW_003284291.1
GL273066.1	NW_003298016.1
GL257003.1	NW_003281953.1
GL223777.1	NW_003248727.1
GL262919.1	NW_003287869.1
GL219655.1	NW_003244605.1
GL220068.1	NW_003245018.1
GL243146.1	NW_003268096.1
GL234675.1	NW_003259625.1
GL260975.1	NW_003285925.1
GL270905.1	NW_003295855.1
GL247122.1	NW_003272072.1
GL251328.1	NW_003276278.1
GL238295.1	NW_003263245.1
GL234545.1	NW_003259495.1
GL201628.1	NW_003226578.1
GL227214.1	NW_003252164.1
GL214881.1	NW_003239831.1
GL273802.1	NW_003298752.1
GL216344.1	NW_003241294.1
GL213311.1	NW_003238261.1
GL208144.1	NW_003233094.1
GL236068.1	NW_003261018.1
GL228061.1	NW_003253011.1
GL217233.1	NW_003242183.1
GL208228.1	NW_003233178.1
GL217785.1	NW_003242735.1
GL207328.1	NW_003232278.1
GL235953.1	NW_003260903.1
GL216216.1	NW_003241166.1
GL219935.1	NW_003244885.1
GL222174.1	NW_003247124.1
GL270926.1	NW_003295876.1
GL242394.1	NW_003267344.1
GL218215.1	NW_003243165.1
GL222904.1	NW_003247854.1
GL207747.1	NW_003232697.1
GL250872.1	NW_003275822.1
GL246317.1	NW_003271267.1
GL245099.1	NW_003270049.1
GL263918.1	NW_003288868.1
GL202814.1	NW_003227764.1
GL205787.1	NW_003230737.1
GL235889.1	NW_003260839.1
GL207772.1	NW_003232722.1
GL243607.1	NW_003268557.1
GL209536.1	NW_003234486.1
GL222369.1	NW_003247319.1
GL242396.1	NW_003267346.1
GL263856.1	NW_003288806.1
GL229142.1	NW_003254092.1
GL195171.1	NW_003220121.1
GL242579.1	NW_003267529.1
GL248306.1	NW_003273256.1
GL245923.1	NW_003270873.1
GL210271.1	NW_003235221.1
GL256739.1	NW_003281689.1
GL228632.1	NW_003253582.1
GL271762.1	NW_003296712.1
GL259520.1	NW_003284470.1
GL201206.1	NW_003226156.1
GL255225.1	NW_003280175.1
GL248389.1	NW_003273339.1
GL269744.1	NW_003294694.1
GL210855.1	NW_003235805.1
GL243645.1	NW_003268595.1
GL194910.1	NW_003219860.1
GL260159.1	NW_003285109.1
GL249989.1	NW_003274939.1
GL267044.1	NW_003291994.1
GL216540.1	NW_003241490.1
GL271405.1	NW_003296355.1
GL213965.1	NW_003238915.1
GL193185.1	NW_003218135.1
GL206463.1	NW_003231413.1
GL225892.1	NW_003250842.1
GL193878.1	NW_003218828.1
GL209454.1	NW_003234404.1
GL249493.1	NW_003274443.1
GL207481.1	NW_003232431.1
GL249850.1	NW_003274800.1
GL209048.1	NW_003233998.1
GL245029.1	NW_003269979.1
GL230455.1	NW_003255405.1
GL212657.1	NW_003237607.1
GL266341.1	NW_003291291.1
GL232214.1	NW_003257164.1
GL221455.1	NW_003246405.1
GL256486.1	NW_003281436.1
GL200749.1	NW_003225699.1
GL228844.1	NW_003253794.1
GL218396.1	NW_003243346.1
GL229997.1	NW_003254947.1
GL197300.1	NW_003222250.1
GL215141.1	NW_003240091.1
GL213406.1	NW_003238356.1
GL217000.1	NW_003241950.1
GL267106.1	NW_003292056.1
GL237798.1	NW_003262748.1
GL205977.1	NW_003230927.1
GL200772.1	NW_003225722.1
GL252334.1	NW_003277284.1
GL262210.1	NW_003287160.1
GL239392.1	NW_003264342.1
GL199786.1	NW_003224736.1
GL245272.1	NW_003270222.1
GL207987.1	NW_003232937.1
GL221381.1	NW_003246331.1
GL232720.1	NW_003257670.1
GL194484.1	NW_003219434.1
GL220958.1	NW_003245908.1
GL214282.1	NW_003239232.1
GL231205.1	NW_003256155.1
GL258922.1	NW_003283872.1
GL244782.1	NW_003269732.1
GL255326.1	NW_003280276.1
GL267332.1	NW_003292282.1
GL266020.1	NW_003290970.1
GL271331.1	NW_003296281.1
GL235679.1	NW_003260629.1
